Category,Brand Name,Model Name,Description,Material,Care,Page URL,Title,Meta description,Meta keywords
Men/Shoes/Dress Shoes,Double Oak Mills,Malcolm Leather Derby Shoes,"Built on the foundation of a classic, gentlemanly aesthetic, Double Oak Mills is a footwear and accessories brand which is proudly exclusive to THE ICONIC. Fusing quality construction with desirable price points, Double Oak Mills delivers a range of dapper designs that will see you through whatever occasion may come your way. - Genuine leather upper and insole- Burnished black- Rounded almond toe- Smooth toe cap- Four-eye lacing throat- Pebbled midfoot- Padded heel collar- Smooth heel cap- Cushioned insole- Scalloped welt- Grooved rubber outsole- 3cm stacked heel","Inner: Leather
Sole: Synthetic
Upper: Leather",,https://www.theiconic.com.au/malcolm-leather-derby-shoes-897025.html,Malcolm Leather Derby Shoes by Double Oak Mills Online | THE ICONIC | Australia,Buy Malcolm Leather Derby Shoes by Double Oak Mills online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Malcolm Leather Derby Shoes, Double Oak Mills, Shoes, Dress Shoes, Brogues & Oxfords"
Men/Shoes/Sneakers,ALDO,Cowien,"For footwear and accessories that stand the test of time, look no further than ALDO. The brand reinvents classic designs with a contemporary twist, and combines exceptional craftsmanship with premium materials and an eye for detail. - Faux leather upper - Ivory shade; textured navy panelling; orange accents - Round toe - Lace-up front - Cushioned collar - Rubber sole; optic white","Inner: Textile
Sole: Synthetic
Upper: Synthetic",,https://www.theiconic.com.au/cowien-879880.html,Cowien by ALDO Online | THE ICONIC | Australia,Buy Cowien by ALDO online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Cowien, ALDO, Shoes, Sneakers, Low-Tops"
Men/Shoes/Loafers,Double Oak Mills,Healy Suede Loafers,Double Oak Mills deliver a pared-back take on the classic penny loafer this season in their Healy Suede Loafers. - Suede upper; leather lining- Light luggage brown; gum outsole- Round toe; moccasin stitching- Penny strap across vamp- Slip-on- Overlaid counter panel,"Inner: Leather
Sole: Rubber
Upper: Leather",,https://www.theiconic.com.au/healy-suede-loafers-897042.html,Healy Suede Loafers by Double Oak Mills Online | THE ICONIC | Australia,Buy Healy Suede Loafers by Double Oak Mills online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Healy Suede Loafers, Double Oak Mills, Shoes, Loafers, Casual Shoes"
Men/Shoes/Dress Shoes,Aquila,Gabe Lace Ups,"Aquila has been dressing Australian men with confidence and style since 1958. Aquila prides themselves on craftsmanship, design and service, taking cues from their European heritage and combining them with tailored style for the modern man.",,Spray lightly with Eco Water Proof Spray before use. Brush and polish regularly to keep leather moist and dirt free. Always wear socks and rotate shoes often to ensure they dry between wears.,https://www.theiconic.com.au/gabe-lace-ups-838069.html,Gabe Lace Ups by Aquila Online | THE ICONIC | Australia,Buy Gabe Lace Ups by Aquila online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Gabe Lace Ups, Aquila, Shoes, Dress Shoes, Brogues & Oxfords"
Men/Shoes/Dress Shoes,Florsheim,Liston,"Crafted from the finest leathers for longevity and exceptional comfort, FlorsheimвЂ™s shoes and boots are your ticket to accessible luxury. FlorsheimвЂ™s polished leather Chelsea boots are a sleek alternative to derby shoes and can transition from work to weekend with ease, while the brandвЂ™s brogues will lend inimitable polish to formal looks. Whether you prefer classic black designs or rich tan hues, youвЂ™re bound to find a pair of shoes that will work around the clock, taking you from the boardroom to bar with ease. - Smooth leather upper- Deep navy blue shade- Derby-style vamp- Blind three-eyelet lace-up design- Padded tongue- Grosgrain heel pull tab- 2.5cm block heel","Inner: Leather & Textile
Sole: Synthetic
Upper: Leather",,https://www.theiconic.com.au/liston-886996.html,Liston by Florsheim Online | THE ICONIC | Australia,Buy Liston by Florsheim online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Liston, Florsheim, Shoes, Dress Shoes, Brogues & Oxfords"
Men/Shoes/Dress Shoes,Double Oak Mills,Lewis Leather Loafers,Double Oak Mills deliver a pared-back yet polished pair of slip-ons in their Lewis Leather Loafers. - Genuine leather upper and lining- Dark brown- Round toe- Tassels to vamp- Slip-on,"Inner: Leather
Sole: Man-Made
Upper: Leather",,https://www.theiconic.com.au/lewis-leather-loafers-897032.html,Lewis Leather Loafers by Double Oak Mills Online | THE ICONIC | Australia,Buy Lewis Leather Loafers by Double Oak Mills online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Lewis Leather Loafers, Double Oak Mills, Shoes, Dress Shoes, Slip-Ons"
unisex/Shoes/Sneakers,Reebok,CL Nylon - Unisex,"Amp up your streetwear rotation with the CL Nylon sneakers from sportswear giant Reebok. A breathable nylon mesh upper is flawlessly accented by genuine suede panels that give the pair a luxurious finishing touch. Fitted with a lightweight sculpted EVA midsole and a high abrasion outsole, the pair will keep up with you throughout the day. - Nylon mesh upper with genuine suede panels; breathable and comfortable - Chalk white, red, blue and optic white palette - Lace-up front- Branded patches to outer side and tongue - Sculpted EVA midsole for lightweight cushioning - Cushioned sockliner - High abrasion rubber outsole for enhanced traction and durability","Inner: Textile
Sole: Rubber
Upper: Textile, Leather & Synthetic",,https://www.theiconic.com.au/cl-nylon-unisex-954414.html,CL Nylon - Unisex by Reebok Online | THE ICONIC | Australia,Buy CL Nylon - Unisex by Reebok online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"CL Nylon - Unisex, Reebok, Shoes, Sneakers, Low-Tops"
unisex/Shoes/Sneakers,adidas Originals,Superstar - Unisex,"A signature '70s style, the adidas Originals Superstar began as a court-dominating basketball shoe before infiltrating the worlds of skateboarding and street style. вЂ‹Cool and contemporary, this version features a leather upper, 3-Stripes with zigzag edging, and the signature rubber shell toe. - Leather upper - Optic white with burgundy accents- Signature rubber shell toe- Seven-eye lace-up design- 3-Stripes with zigzag edging on the sides- Rubber traction outsole- Trefoil logo on the heel counter","Inner: Textile
Sole: Synthetic
Upper: Leather & Rubber",,https://www.theiconic.com.au/superstar-unisex-938485.html,Superstar - Unisex by adidas Originals Online | THE ICONIC | Australia,Buy Superstar - Unisex by adidas Originals online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Superstar - Unisex, adidas Originals, Shoes, Sneakers, Low-Tops"
Men/Shoes/Dress Shoes,Double Oak Mills,Finch Leather Boots,"Built on the foundation of a classic, gentlemanly aesthetic, Double Oak Mills is a footwear and accessories brand which is proudly exclusive to THE ICONIC. Fusing quality construction with desirable price points, Double Oak Mills delivers a range of dapper designs that will see you through whatever occasion may come your way. - Grained leather upper; leather lining- Mid-ankle silhouette- Black- Three-eyelet lace-up design- 2.8cm contrast white sole","Inner: Leather
Sole: Synthetic
Upper: Leather",,https://www.theiconic.com.au/finch-leather-boots-873428.html,Finch Leather Boots by Double Oak Mills Online | THE ICONIC | Australia,Buy Finch Leather Boots by Double Oak Mills online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Finch Leather Boots, Double Oak Mills, Shoes, Dress Shoes, Dress Boots"
Men/Shoes/Lifestyle Shoes,Aquila,Bagby,"Aquila has been dressing Australian men with confidence and style since 1958. Aquila prides themselves on craftsmanship, design and service, taking cues from their European heritage and combining them with tailored style for the modern man.",,Liquid error: undefined method `>=' for nil:NilClass,https://www.theiconic.com.au/bagby-934543.html,Bagby by Aquila Online | THE ICONIC | Australia,Buy Bagby by Aquila online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Bagby, Aquila, Shoes, Lifestyle Shoes, Slides"
Men/Shoes/Dress Shoes,OFFICE,Lemming Snaffle Loafers,"From their humble shopfront beginnings to emerging as a global fashion conglomerate, UK-born label, OFFICE has established itself as a leading, cutting-edge footwear specialist. Their diversified portfolio of affordable, runway-inspired sandals, loafers and heels will keep you walking in quality pairs for seasons to come. - Genuine leather upper Burnished black Low-top profile Almond toe Moccasin toe box seam Polished gold-toned Snapple bit ornament Slip-on entry Partial leather-lined insole Hard rubber sole","Inner: Leather & Textile
Sole: Synthetic
Upper: Leather",,https://www.theiconic.com.au/lemming-snaffle-loafers-896980.html,Lemming Snaffle Loafers by OFFICE Online | THE ICONIC | Australia,Buy Lemming Snaffle Loafers by OFFICE online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Lemming Snaffle Loafers, OFFICE, Shoes, Dress Shoes, Loafers"
Men/Shoes/Loafers,Aquila,Bismarck Driving Shoes,"Aquila has been dressing Australian men with confidence and style since 1958. Aquila prides themselves on craftsmanship, design and service, taking cues from their European heritage and combining them with tailored style for the modern man.",,The rubber pebbled on the sole will wear over time and with excessive wear. Spray lightly with Eco Water Proof Spray before use. Brush regularly to keep dirt free. Rotate shoes often to ensure they dry between wears.,https://www.theiconic.com.au/bismarck-driving-shoes-940410.html,Bismarck Driving Shoes by Aquila Online | THE ICONIC | Australia,Buy Bismarck Driving Shoes by Aquila online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Bismarck Driving Shoes, Aquila, Shoes, Loafers, Casual Shoes"
Men/Shoes/Sneakers,adidas Originals,Continental 80 - Men's,"Boasting the signature adidas Originals sneaker silhouette, the Continental 80 sneakers will lend a retro edge to your off-duty rotation. - Canvas and leather upper - Black shade; grey heel counter - Round toe with perforations - Seven-eye lace-up front - Branding to tongue, side and heel - Ribbon taping to outer sides; orange and green - OrthoLiteВ® sockliner - Lightweight EVA midsole - Padded heel and collar - Durable gum rubber sole","Inner: Textile
Sole: Rubber
Upper: Leather & Synthetic",,https://www.theiconic.com.au/continental-80-men-s-982537.html,Continental 80 - Men's by adidas Originals Online | THE ICONIC | Australia,Buy Continental 80 - Men's by adidas Originals online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Continental 80 - Men's, adidas Originals, Shoes, Sneakers, Low-Tops"
Men/Shoes/Running,New Balance,Fresh Foam Roav - Men's,"PLEASE NOTE - THE ICONIC IS UNABLE TO SHIP THIS PRODUCT TO NEW ZEALAND The lightweight New Balance Fresh Foam Roav shoes are the ultimate running pair, boasting the brand's innovative Fresh Foam cushioned midsole for enhanced comfort and a natural feel through every stride. - Breathable mesh upper- Black and white melange- Sock-like fit- Round toe; rubber toe cap- Faux leather side panels- Four-eyelet lace-up fastening- Woven logo tag to top of vamp- Grosgrain woven panel across vamp; charcoal logo applique to sides- Fresh Foam cushioned midsole; provides a plush, more natural ride and response- Textured moulded heel counter for support- Tread rubber outsole for enhanced grip","Inner: Synthetic
Sole: Synthetic
Upper: Synthetic",,https://www.theiconic.com.au/fresh-foam-roav-men-s-828618.html,Fresh Foam Roav - Men's by New Balance Online | THE ICONIC | Australia,Buy Fresh Foam Roav - Men's by New Balance online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Fresh Foam Roav - Men's, New Balance, Shoes, Running, Performance Shoes"
Men/Shoes/Sneakers,Polo Ralph Lauren,Ethan Sneakers - Men's,"Tap into Polo Ralph Lauren's signature heritage American style from the feet up in the Ethan Sneakers. Expertly crafted from cotton canvas, the low-top silhouette is embroidered with the brand's iconic Polo Pony to the side. - Cotton canvas upper and lining - Navy hue - Round toe - Four-eye lace-up front - White logo print to tongue - Embroidered Polo Pony to heel; brown, yellow, blue and white - Padded collar - Embossed logo to heel counter - Rubber sole; contrast white","Inner: Cotton
Sole: Rubber
Upper: Cotton",,https://www.theiconic.com.au/ethan-sneakers-men-s-897104.html,Ethan Sneakers - Men's by Polo Ralph Lauren Online | THE ICONIC | Australia,Buy Ethan Sneakers - Men's by Polo Ralph Lauren online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Ethan Sneakers - Men's, Polo Ralph Lauren, Shoes, Sneakers, Low-Tops"
Men/Shoes/Espadrilles,TOMS,University Classics - Men's,"A signature TOMS design crafted from durable canvas, the Stripe University Classics are sure to become a weekend favourite. Finished with an elasticised gusset for effortless slip-on entry and a branded logo patch to heel.
 Lightweight canvas upper Black and off-white shade Signature folded toe Stitched, panelled design Branded label Stripe pattern to side Elastic insert for movement Community Engagement: A donation to charity is made with this purchase

For every pair you purchase, TOMS will give a new pair of shoes to a child in need.",,,https://www.theiconic.com.au/university-classics-men-s-753285.html,University Classics - Men's by TOMS Online | THE ICONIC | Australia,Buy University Classics - Men's by TOMS online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"University Classics - Men's, TOMS, Shoes, Espadrilles, Casual Shoes"
Men/Shoes/Boots,Wild Rhino,Davenport,"Davenport from Wild Rhino is an ideal multi-season boot. Hand-crafted from premium full-grain leather, lined with premium textile and set on a hardy TPR sole, Davenport is tough and comfy, too. - First Grade Premium Genuine Leather- Pull tab at the back - Soft collar for extra comfort- Sturdy rugged sole, for extra grip Upper: Premium First Grade Full Grain LeatherLining: TextileSole: TPRCountry of Manufacture: Portugal Keep your Wild Rhino shoes in fantastic condition with silicone-free protective spray which repels against water, dirt, grease and grime.",,,https://www.theiconic.com.au/davenport-967779.html,Davenport by Wild Rhino Online | THE ICONIC | Australia,Buy Davenport by Wild Rhino online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Davenport, Wild Rhino, Shoes, Boots"
